dt,dt_iso,uk_date,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1546905600,2019-01-08 00:00:00 +0000 UTC,08/01/2019 00:00,2639996,,,,281.89,281.15,282.15,1027,,,93,5,290,,,,,,,,,40,802,Clouds,scattered clouds,03n
1546909200,2019-01-08 01:00:00 +0000 UTC,08/01/2019 01:00,2639996,,,,281.48,281.15,282.15,1027,,,93,5,290,,,,,,,,,40,802,Clouds,scattered clouds,03n
1546912800,2019-01-08 02:00:00 +0000 UTC,08/01/2019 02:00,2639996,,,,281.48,281.15,282.15,1028,,,87,6,310,,,,,,,,,8,800,Clear,sky is clear,02n
1546916400,2019-01-08 03:00:00 +0000 UTC,08/01/2019 03:00,2639996,,,,279.89,279.15,280.15,1028,,,81,4,300,,,,,,,,,0,800,Clear,Sky is Clear,01n
1546920000,2019-01-08 04:00:00 +0000 UTC,08/01/2019 04:00,2639996,,,,279.15,279.15,279.15,1028,,,81,4,300,,,,,,,,,0,800,Clear,Sky is Clear,01n
1546923600,2019-01-08 05:00:00 +0000 UTC,08/01/2019 05:00,2639996,,,,279.15,279.15,279.15,1027,,,75,5,310,,,,,,,,,75,803,Clouds,broken clouds,04n
1546927200,2019-01-08 06:00:00 +0000 UTC,08/01/2019 06:00,2639996,,,,279.15,279.15,279.15,1029,,,75,4,300,,,,,,,,,20,801,Clouds,few clouds,02n
1546930800,2019-01-08 07:00:00 +0000 UTC,08/01/2019 07:00,2639996,,,,278.8,278.15,279.15,1028,,,75,3,320,,,,,,,,,20,801,Clouds,few clouds,02n
1546934400,2019-01-08 08:00:00 +0000 UTC,08/01/2019 08:00,2639996,,,,278.43,277.15,279.15,1029,,,75,4,310,,,,,,,,,20,801,Clouds,few clouds,02n
1546938000,2019-01-08 09:00:00 +0000 UTC,08/01/2019 09:00,2639996,,,,278.86,277.15,280.15,1029,,,75,3,320,,,,,,,,,20,801,Clouds,few clouds,02d
1546941600,2019-01-08 10:00:00 +0000 UTC,08/01/2019 10:00,2639996,,,,279.29,278.15,280.15,1030,,,75,2,320,,,,,,,,,20,801,Clouds,few clouds,02d
1546945200,2019-01-08 11:00:00 +0000 UTC,08/01/2019 11:00,2639996,,,,280.14,279.15,281.15,1030,,,70,3,320,,,,,,,,,0,800,Clear,Sky is Clear,01d
1546948800,2019-01-08 12:00:00 +0000 UTC,08/01/2019 12:00,2639996,,,,281.15,280.15,282.15,1029,,,65,5,330,,,,,,,,,20,801,Clouds,few clouds,02d
1546952400,2019-01-08 13:00:00 +0000 UTC,08/01/2019 13:00,2639996,,,,281.43,281.15,282.15,1029,,,65,5,340,,,,,,,,,20,801,Clouds,few clouds,02d
1546956000,2019-01-08 14:00:00 +0000 UTC,08/01/2019 14:00,2639996,,,,281.15,281.15,281.15,1029,,,65,6,330,,,,,,,,,20,801,Clouds,few clouds,02d
1546959600,2019-01-08 15:00:00 +0000 UTC,08/01/2019 15:00,2639996,,,,281.15,281.15,281.15,1029,,,61,5,340,,,,,,,,,20,801,Clouds,few clouds,02d
1546963200,2019-01-08 16:00:00 +0000 UTC,08/01/2019 16:00,2639996,,,,280.15,280.15,280.15,1029,,,65,4,340,,,,,,,,,20,801,Clouds,few clouds,02d
1546966800,2019-01-08 17:00:00 +0000 UTC,08/01/2019 17:00,2639996,,,,278.98,278.15,279.15,1029,,,70,1,0,,,,,,,,,20,801,Clouds,few clouds,02n
1546970400,2019-01-08 18:00:00 +0000 UTC,08/01/2019 18:00,2639996,,,,278.58,277.15,279.15,1030,,,70,3,340,,,,,,,,,20,801,Clouds,few clouds,02n
1546974000,2019-01-08 19:00:00 +0000 UTC,08/01/2019 19:00,2639996,,,,277.6,276.15,279.15,1030,,,75,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1546977600,2019-01-08 20:00:00 +0000 UTC,08/01/2019 20:00,2639996,,,,276.88,276.15,278.15,1030,,,80,2,330,,,,,,,,,0,800,Clear,Sky is Clear,01n
1546981200,2019-01-08 21:00:00 +0000 UTC,08/01/2019 21:00,2639996,,,,276.64,276.15,277.15,1030,,,100,2,340,,,,,,,,,0,800,Clear,Sky is Clear,01n
1546984800,2019-01-08 22:00:00 +0000 UTC,08/01/2019 22:00,2639996,,,,275.52,274.15,277.15,1030,,,86,5,341,,,,,,,,,0,800,Clear,Sky is Clear,01n
1546988400,2019-01-08 23:00:00 +0000 UTC,08/01/2019 23:00,2639996,,,,275.7,275.15,276.15,1029,,,93,2,290,,,,,,,,,0,800,Clear,Sky is Clear,01n
1546992000,2019-01-09 00:00:00 +0000 UTC,09/01/2019 00:00,2639996,,,,275.15,275.15,275.15,1029,,,93,2,290,,,,,,,,,0,800,Clear,Sky is Clear,01n
1546995600,2019-01-09 01:00:00 +0000 UTC,09/01/2019 01:00,2639996,,,,275.49,275.15,276.15,1029,,,93,3,290,,,,,,,,,0,800,Clear,Sky is Clear,01n
1546999200,2019-01-09 02:00:00 +0000 UTC,09/01/2019 02:00,2639996,,,,274.82,274.15,275.15,1029,,,100,2,300,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547002800,2019-01-09 03:00:00 +0000 UTC,09/01/2019 03:00,2639996,,,,274.77,274.15,275.15,1029,,,100,3,320,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547006400,2019-01-09 04:00:00 +0000 UTC,09/01/2019 04:00,2639996,,,,274.48,274.15,275.15,1029,,,100,3,320,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547010000,2019-01-09 05:00:00 +0000 UTC,09/01/2019 05:00,2639996,,,,274.48,274.15,275.15,1029,,,93,3,350,,,,,,,,,20,801,Clouds,few clouds,02n
1547013600,2019-01-09 06:00:00 +0000 UTC,09/01/2019 06:00,2639996,,,,274.87,274.15,276.15,1030,,,100,1,330,,,,,,,,,20,801,Clouds,few clouds,02n
1547017200,2019-01-09 07:00:00 +0000 UTC,09/01/2019 07:00,2639996,,,,273.81,272.15,275.15,1030,,,86,1,0,,,,,,,,,20,801,Clouds,few clouds,02n
1547020800,2019-01-09 08:00:00 +0000 UTC,09/01/2019 08:00,2639996,,,,274.29,272.15,276.15,1030,,,86,0,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547024400,2019-01-09 09:00:00 +0000 UTC,09/01/2019 09:00,2639996,,,,274.15,272.15,275.15,1030,,,100,0,0,,,,,,,,,0,800,Clear,Sky is Clear,01d
1547028000,2019-01-09 10:00:00 +0000 UTC,09/01/2019 10:00,2639996,,,,275.44,275.15,276.15,1031,,,80,4,360,,,,,,,,,0,800,Clear,Sky is Clear,01d
1547031600,2019-01-09 11:00:00 +0000 UTC,09/01/2019 11:00,2639996,,,,277.15,277.15,277.15,1030,,,96,6,350,,,,,,,,,20,801,Clouds,few clouds,02d
1547035200,2019-01-09 12:00:00 +0000 UTC,09/01/2019 12:00,2639996,,,,278.01,277.15,279.15,1030,,,69,4,360,,,,,,,,,20,801,Clouds,few clouds,02d
1547038800,2019-01-09 13:00:00 +0000 UTC,09/01/2019 13:00,2639996,,,,278.44,278.15,279.15,1030,,,65,6,10,,,,,,,,,20,801,Clouds,few clouds,02d
1547042400,2019-01-09 14:00:00 +0000 UTC,09/01/2019 14:00,2639996,,,,278.43,278.15,279.15,1030,,,60,4,360,,,,,,,,,20,801,Clouds,few clouds,02d
1547046000,2019-01-09 15:00:00 +0000 UTC,09/01/2019 15:00,2639996,,,,278.15,277.15,279.15,1030,,,65,4,10,,,,,,,,,20,801,Clouds,few clouds,02d
1547049600,2019-01-09 16:00:00 +0000 UTC,09/01/2019 16:00,2639996,,,,278.15,278.15,278.15,1030,,,65,3,360,,,,,,,,,20,801,Clouds,few clouds,02d
1547053200,2019-01-09 17:00:00 +0000 UTC,09/01/2019 17:00,2639996,,,,276.57,276.15,277.15,1030,,,69,3,360,,,,,,,,,40,802,Clouds,scattered clouds,03n
1547056800,2019-01-09 18:00:00 +0000 UTC,09/01/2019 18:00,2639996,,,,275.72,274.15,277.15,1030,,,74,3,360,,,,,,,,,20,801,Clouds,few clouds,02n
1547060400,2019-01-09 19:00:00 +0000 UTC,09/01/2019 19:00,2639996,,,,274.8,274.15,275.15,1030,,,74,2,10,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547064000,2019-01-09 20:00:00 +0000 UTC,09/01/2019 20:00,2639996,,,,274.33,274.15,275.15,1031,,,86,3,360,,,,,,,,,20,801,Clouds,few clouds,02n
1547067600,2019-01-09 21:00:00 +0000 UTC,09/01/2019 21:00,2639996,,,,274.02,272.15,276.15,1031,,,80,2,360,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547071200,2019-01-09 22:00:00 +0000 UTC,09/01/2019 22:00,2639996,,,,273.37,272.15,275.15,1031,,,92,3,360,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547074800,2019-01-09 23:00:00 +0000 UTC,09/01/2019 23:00,2639996,,,,273.36,272.15,275.15,1031,,,92,3,360,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547078400,2019-01-10 00:00:00 +0000 UTC,10/01/2019 00:00,2639996,,,,273.81,273.15,274.15,1030,,,100,1,300,,,,,,,,,90,804,Clouds,overcast clouds,04n
1547082000,2019-01-10 01:00:00 +0000 UTC,10/01/2019 01:00,2639996,,,,273.46,272.15,274.15,1030,,,100,2,300,,,,,,,,,90,804,Clouds,overcast clouds,04n
1547085600,2019-01-10 02:00:00 +0000 UTC,10/01/2019 02:00,2639996,,,,273.46,272.15,274.15,1030,,,86,3,310,,,,,,,,,0,721,Haze,haze,50n
1547089200,2019-01-10 03:00:00 +0000 UTC,10/01/2019 03:00,2639996,,,,272.81,272.15,273.15,1030,,,100,2,320,,,,,,,,,0,721,Haze,haze,50n
1547092800,2019-01-10 04:00:00 +0000 UTC,10/01/2019 04:00,2639996,,,,272.46,271.15,273.15,1030,,,100,1,260,,,,,,,,,5,721,Haze,haze,50n
1547092800,2019-01-10 04:00:00 +0000 UTC,10/01/2019 04:00,2639996,,,,272.46,271.15,273.15,1030,,,100,1,260,,,,,,,,,5,701,Mist,mist,50n
1547096400,2019-01-10 05:00:00 +0000 UTC,10/01/2019 05:00,2639996,,,,272.14,271.15,273.15,1030,,,92,2,280,,,,,,,,,5,701,Mist,mist,50n
1547100000,2019-01-10 06:00:00 +0000 UTC,10/01/2019 06:00,2639996,,,,271.58,271.15,273.15,1031,,,92,0,0,,,,,,,,,0,701,Mist,mist,50n
1547103600,2019-01-10 07:00:00 +0000 UTC,10/01/2019 07:00,2639996,,,,271.34,270.15,272.15,1031,,,92,0,0,,,,,,,,,0,701,Mist,mist,50n
1547103600,2019-01-10 07:00:00 +0000 UTC,10/01/2019 07:00,2639996,,,,271.34,270.15,272.15,1031,,,92,0,0,,,,,,,,,0,721,Haze,haze,50n
1547107200,2019-01-10 08:00:00 +0000 UTC,10/01/2019 08:00,2639996,,,,272.15,270.15,274.15,1032,,,100,2,334,,,,,,,,,12,721,Haze,haze,50n
1547107200,2019-01-10 08:00:00 +0000 UTC,10/01/2019 08:00,2639996,,,,272.15,270.15,274.15,1032,,,100,2,334,,,,,,,,,12,701,Mist,mist,50n
1547110800,2019-01-10 09:00:00 +0000 UTC,10/01/2019 09:00,2639996,,,,272.72,271.15,274.15,1032,,,92,2,334,,,,,,,,,12,721,Haze,haze,50d
1547110800,2019-01-10 09:00:00 +0000 UTC,10/01/2019 09:00,2639996,,,,272.72,271.15,274.15,1032,,,92,2,334,,,,,,,,,12,701,Mist,mist,50d
1547114400,2019-01-10 10:00:00 +0000 UTC,10/01/2019 10:00,2639996,,,,273.15,273.15,273.15,1032,,,100,0,360,,,,,,,,,12,721,Haze,haze,50d
1547118000,2019-01-10 11:00:00 +0000 UTC,10/01/2019 11:00,2639996,,,,274.43,274.15,275.15,1032,,,86,0,0,,,,,,,,,44,721,Haze,haze,50d
1547121600,2019-01-10 12:00:00 +0000 UTC,10/01/2019 12:00,2639996,,,,275.72,275.15,276.15,1032,,,98,1,0,,,,,,,,,44,802,Clouds,scattered clouds,03d
1547125200,2019-01-10 13:00:00 +0000 UTC,10/01/2019 13:00,2639996,,,,276.58,276.15,277.15,1031,,,74,1,310,,,,,,,,,44,802,Clouds,scattered clouds,03d
1547128800,2019-01-10 14:00:00 +0000 UTC,10/01/2019 14:00,2639996,,,,277.15,277.15,277.15,1031,,,69,3,330,,,,,,,,,40,802,Clouds,scattered clouds,03d
1547132400,2019-01-10 15:00:00 +0000 UTC,10/01/2019 15:00,2639996,,,,277.15,277.15,277.15,1031,,,90,2,320,,,,,,,,,75,803,Clouds,broken clouds,04d
1547136000,2019-01-10 16:00:00 +0000 UTC,10/01/2019 16:00,2639996,,,,277.15,277.15,277.15,1030,,,69,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1547139600,2019-01-10 17:00:00 +0000 UTC,10/01/2019 17:00,2639996,,,,277.15,277.15,277.15,1030,,,80,2,330,,,,,,,,,75,803,Clouds,broken clouds,04n
1547143200,2019-01-10 18:00:00 +0000 UTC,10/01/2019 18:00,2639996,,,,277.44,277.15,278.15,1030,,,86,2,340,,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1547146800,2019-01-10 19:00:00 +0000 UTC,10/01/2019 19:00,2639996,,,,277.59,277.15,278.15,1030,,,93,2,340,,,,,,,,,75,803,Clouds,broken clouds,04n
1547150400,2019-01-10 20:00:00 +0000 UTC,10/01/2019 20:00,2639996,,,,277.87,277.15,279.15,1030,,,93,1,0,,,,,,,,,75,701,Mist,mist,50n
1547150400,2019-01-10 20:00:00 +0000 UTC,10/01/2019 20:00,2639996,,,,277.87,277.15,279.15,1030,,,93,1,0,,,,,,,,,75,721,Haze,haze,50n
1547154000,2019-01-10 21:00:00 +0000 UTC,10/01/2019 21:00,2639996,,,,278.15,278.15,278.15,1030,,,86,0,350,,,,,,,,,75,701,Mist,mist,50n
1547157600,2019-01-10 22:00:00 +0000 UTC,10/01/2019 22:00,2639996,,,,278.98,278.15,280.15,1030,,,87,2,350,,,,,,,,,75,701,Mist,mist,50n
1547161200,2019-01-10 23:00:00 +0000 UTC,10/01/2019 23:00,2639996,,,,279.15,278.15,280.15,1030,,,93,1,320,,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1547161200,2019-01-10 23:00:00 +0000 UTC,10/01/2019 23:00,2639996,,,,279.15,278.15,280.15,1030,,,93,1,320,,,,,,,,,75,701,Mist,mist,50n
1547164800,2019-01-11 00:00:00 +0000 UTC,11/01/2019 00:00,2639996,,,,279.48,279.15,280.15,1029,,,93,3,310,,,,,,,,,12,701,Mist,mist,50n
1547168400,2019-01-11 01:00:00 +0000 UTC,11/01/2019 01:00,2639996,,,,279.48,279.15,280.15,1029,,,93,3,310,,,,,,,,,12,701,Mist,mist,50n
1547172000,2019-01-11 02:00:00 +0000 UTC,11/01/2019 02:00,2639996,,,,279.15,279.15,279.15,1029,,,93,2,310,,,,,,,,,24,801,Clouds,few clouds,02n
1547175600,2019-01-11 03:00:00 +0000 UTC,11/01/2019 03:00,2639996,,,,279.15,279.15,279.15,1029,,,87,2,300,,,,,,,,,90,804,Clouds,overcast clouds,04n
1547179200,2019-01-11 04:00:00 +0000 UTC,11/01/2019 04:00,2639996,,,,279.15,279.15,279.15,1029,,,81,3,310,,,,,,,,,90,804,Clouds,overcast clouds,04n
1547182800,2019-01-11 05:00:00 +0000 UTC,11/01/2019 05:00,2639996,,,,279.15,279.15,279.15,1029,,,87,2,320,,,,,,,,,32,802,Clouds,scattered clouds,03n
1547186400,2019-01-11 06:00:00 +0000 UTC,11/01/2019 06:00,2639996,,,,279.55,279.15,280.15,1030,,,81,2,350,,,,,,,,,75,803,Clouds,broken clouds,04n
1547190000,2019-01-11 07:00:00 +0000 UTC,11/01/2019 07:00,2639996,,,,279.15,278.15,280.15,1030,,,81,1,0,,,,,,,,,40,300,Drizzle,light intensity drizzle,09n
1547193600,2019-01-11 08:00:00 +0000 UTC,11/01/2019 08:00,2639996,,,,278.87,278.15,280.15,1030,,,86,1,310,,,,,,,,,40,701,Mist,mist,50n
1547193600,2019-01-11 08:00:00 +0000 UTC,11/01/2019 08:00,2639996,,,,278.87,278.15,280.15,1030,,,86,1,310,,,,,,,,,40,300,Drizzle,light intensity drizzle,09n
1547197200,2019-01-11 09:00:00 +0000 UTC,11/01/2019 09:00,2639996,,,,279.15,278.15,280.15,1031,,,81,1,340,,,,,,,,,40,300,Drizzle,light intensity drizzle,09d
1547200800,2019-01-11 10:00:00 +0000 UTC,11/01/2019 10:00,2639996,,,,279.43,279.15,280.15,1031,,,81,1,0,,,,,,,,,20,521,Rain,proximity shower rain,09d
1547204400,2019-01-11 11:00:00 +0000 UTC,11/01/2019 11:00,2639996,,,,280.15,279.15,281.15,1031,,,81,2,340,,,,,,,,,20,521,Rain,proximity shower rain,09d
1547208000,2019-01-11 12:00:00 +0000 UTC,11/01/2019 12:00,2639996,,,,281.01,280.15,282.15,1031,,,75,2,360,,,,,,,,,0,800,Clear,Sky is Clear,01d
1547211600,2019-01-11 13:00:00 +0000 UTC,11/01/2019 13:00,2639996,,,,281.29,280.15,282.15,1031,,,75,3,340,,,,,,,,,20,801,Clouds,few clouds,02d
1547215200,2019-01-11 14:00:00 +0000 UTC,11/01/2019 14:00,2639996,,,,281.44,281.15,282.15,1031,,,70,2,340,,,,,,,,,20,801,Clouds,few clouds,02d
1547218800,2019-01-11 15:00:00 +0000 UTC,11/01/2019 15:00,2639996,,,,281.01,280.15,282.15,1031,,,70,3,340,,,,,,,,,0,800,Clear,Sky is Clear,01d
1547222400,2019-01-11 16:00:00 +0000 UTC,11/01/2019 16:00,2639996,,,,280.16,279.15,281.15,1031,,,75,1,0,,,,,,,,,20,801,Clouds,few clouds,02d
1547226000,2019-01-11 17:00:00 +0000 UTC,11/01/2019 17:00,2639996,,,,279.3,278.15,280.15,1031,,,81,1,310,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547229600,2019-01-11 18:00:00 +0000 UTC,11/01/2019 18:00,2639996,,,,278.63,277.15,280.15,1031,,,80,0,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547233200,2019-01-11 19:00:00 +0000 UTC,11/01/2019 19:00,2639996,,,,279.35,278.15,280.15,1032,,,81,1,0,,,,,,,,,75,803,Clouds,broken clouds,04n
1547236800,2019-01-11 20:00:00 +0000 UTC,11/01/2019 20:00,2639996,,,,279.66,279.15,280.15,1031,,,70,1,0,,,,,,,,,75,803,Clouds,broken clouds,04n
1547240400,2019-01-11 21:00:00 +0000 UTC,11/01/2019 21:00,2639996,,,,279.97,279.15,280.15,1031,,,70,1,0,,,,,,,,,75,803,Clouds,broken clouds,04n
1547244000,2019-01-11 22:00:00 +0000 UTC,11/01/2019 22:00,2639996,,,,279.8,279.15,280.15,1031,,,75,1,0,,,,,,,,,75,803,Clouds,broken clouds,04n
1547247600,2019-01-11 23:00:00 +0000 UTC,11/01/2019 23:00,2639996,,,,280.15,280.15,280.15,1031,,,75,1,270,,,,,,,,,75,803,Clouds,broken clouds,04n
1547251200,2019-01-12 00:00:00 +0000 UTC,12/01/2019 00:00,2639996,,,,280.15,280.15,280.15,1029,,,75,3,270,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547254800,2019-01-12 01:00:00 +0000 UTC,12/01/2019 01:00,2639996,,,,280.15,280.15,280.15,1029,,,75,3,270,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547258400,2019-01-12 02:00:00 +0000 UTC,12/01/2019 02:00,2639996,,,,280.15,280.15,280.15,1028,,,75,4,240,,,,,,,,,36,802,Clouds,scattered clouds,03n
1547262000,2019-01-12 03:00:00 +0000 UTC,12/01/2019 03:00,2639996,,,,280.15,280.15,280.15,1028,,,75,4,240,,,,,,,,,36,802,Clouds,scattered clouds,03n
1547265600,2019-01-12 04:00:00 +0000 UTC,12/01/2019 04:00,2639996,,,,280.49,280.15,281.15,1028,,,81,5,250,,,,,,,,,36,802,Clouds,scattered clouds,03n
1547269200,2019-01-12 05:00:00 +0000 UTC,12/01/2019 05:00,2639996,,,,280.15,280.15,280.15,1027,,,81,5,250,,,,,,,,,48,802,Clouds,scattered clouds,03n
1547272800,2019-01-12 06:00:00 +0000 UTC,12/01/2019 06:00,2639996,,,,280.73,280.15,282.15,1026,,,87,2,230,,,,,,,,,75,803,Clouds,broken clouds,04n
1547276400,2019-01-12 07:00:00 +0000 UTC,12/01/2019 07:00,2639996,,,,281.12,280.15,282.15,1026,,,81,2,240,,,,,,,,,75,500,Rain,light rain,10n
1547280000,2019-01-12 08:00:00 +0000 UTC,12/01/2019 08:00,2639996,,,,281.15,281.15,281.15,1026,,,87,3,260,,,,,,,,,75,803,Clouds,broken clouds,04n
1547283600,2019-01-12 09:00:00 +0000 UTC,12/01/2019 09:00,2639996,,,,281.44,281.15,282.15,1026,,,87,2,250,,,,,,,,,75,803,Clouds,broken clouds,04d
1547287200,2019-01-12 10:00:00 +0000 UTC,12/01/2019 10:00,2639996,,,,281.72,281.15,282.15,1025,,,87,4,260,,,,,,,,,75,500,Rain,light rain,10d
1547290800,2019-01-12 11:00:00 +0000 UTC,12/01/2019 11:00,2639996,,,,282.15,282.15,282.15,1025,,,81,4,270,,,,,,,,,40,802,Clouds,scattered clouds,03d
1547294400,2019-01-12 12:00:00 +0000 UTC,12/01/2019 12:00,2639996,,,,282.14,281.15,283.15,1024,,,87,4,250,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1547298000,2019-01-12 13:00:00 +0000 UTC,12/01/2019 13:00,2639996,,,,282.71,282.15,284.15,1023,,,87,3,250,,,,,,,,,75,803,Clouds,broken clouds,04d
1547301600,2019-01-12 14:00:00 +0000 UTC,12/01/2019 14:00,2639996,,,,282.86,282.15,283.15,1023,,,81,4,270,,,,,,,,,75,803,Clouds,broken clouds,04d
1547305200,2019-01-12 15:00:00 +0000 UTC,12/01/2019 15:00,2639996,,,,282.87,282.15,283.15,1022,,,71,5,290,,,,,,,,,40,802,Clouds,scattered clouds,03d
1547308800,2019-01-12 16:00:00 +0000 UTC,12/01/2019 16:00,2639996,,,,282.44,282.15,283.15,1022,,,76,3,270,,,,,,,,,40,500,Rain,light rain,10d
1547312400,2019-01-12 17:00:00 +0000 UTC,12/01/2019 17:00,2639996,,,,282.15,282.15,282.15,1022,,,81,5,280,,,,,,,,,88,500,Rain,light rain,10n
1547316000,2019-01-12 18:00:00 +0000 UTC,12/01/2019 18:00,2639996,,,,281.86,281.15,282.15,1022,,,81,4,270,,,,,,,,,20,500,Rain,light rain,10n
1547319600,2019-01-12 19:00:00 +0000 UTC,12/01/2019 19:00,2639996,,,,281.44,281.15,282.15,1022,,,81,4,270,,,,,,,,,20,500,Rain,light rain,10n
1547323200,2019-01-12 20:00:00 +0000 UTC,12/01/2019 20:00,2639996,,,,281.15,281.15,281.15,1022,,,81,5,270,,,,,,,,,20,310,Drizzle,light intensity drizzle rain,09n
1547323200,2019-01-12 20:00:00 +0000 UTC,12/01/2019 20:00,2639996,,,,281.15,281.15,281.15,1022,,,81,5,270,,,,,,,,,20,500,Rain,light rain,10n
1547326800,2019-01-12 21:00:00 +0000 UTC,12/01/2019 21:00,2639996,,,,281.62,281.15,283.15,1022,,,81,4,280,,,,,,,,,40,500,Rain,light rain,10n
1547330400,2019-01-12 22:00:00 +0000 UTC,12/01/2019 22:00,2639996,,,,281.61,281.15,282.15,1021,,,81,4,290,,,,,,,,,20,801,Clouds,few clouds,02n
1547334000,2019-01-12 23:00:00 +0000 UTC,12/01/2019 23:00,2639996,,,,282.15,282.15,282.15,1021,,,81,4,290,,,,,,,,,20,801,Clouds,few clouds,02n
1547337600,2019-01-13 00:00:00 +0000 UTC,13/01/2019 00:00,2639996,,,,281.82,281.15,282.15,1019,,,87,7,270,,,,,,,,,80,803,Clouds,broken clouds,04n
1547341200,2019-01-13 01:00:00 +0000 UTC,13/01/2019 01:00,2639996,,,,281.82,281.15,282.15,1019,,,87,5,270,,,,,,,,,80,803,Clouds,broken clouds,04n
1547344800,2019-01-13 02:00:00 +0000 UTC,13/01/2019 02:00,2639996,,,,282.15,282.15,282.15,1019,,,87,7,280,,,,,,,,,48,802,Clouds,scattered clouds,03n
1547348400,2019-01-13 03:00:00 +0000 UTC,13/01/2019 03:00,2639996,,,,282.48,282.15,283.15,1018,,,87,6,280,,,,,,,,,48,802,Clouds,scattered clouds,03n
1547352000,2019-01-13 04:00:00 +0000 UTC,13/01/2019 04:00,2639996,,,,282.48,282.15,283.15,1018,,,87,7,280,,,,,,,,,48,802,Clouds,scattered clouds,03n
1547355600,2019-01-13 05:00:00 +0000 UTC,13/01/2019 05:00,2639996,,,,282.48,282.15,283.15,1017,,,93,8,280,,,,,,,,,76,803,Clouds,broken clouds,04n
1547359200,2019-01-13 06:00:00 +0000 UTC,13/01/2019 06:00,2639996,,,,282.48,282.15,283.15,1017,,,93,8,270,,,,,,,,,76,803,Clouds,broken clouds,04n
1547362800,2019-01-13 07:00:00 +0000 UTC,13/01/2019 07:00,2639996,,,,283.15,283.15,283.15,1016,,,76,8,280,,,,,,,,,20,801,Clouds,few clouds,02n
1547366400,2019-01-13 08:00:00 +0000 UTC,13/01/2019 08:00,2639996,,,,282.52,282.15,283.15,1016,,,76,7,290,,,,,,,,,0,800,Clear,Sky is Clear,01n
1547370000,2019-01-13 09:00:00 +0000 UTC,13/01/2019 09:00,2639996,,,,282.15,282.15,282.15,1017,,,81,5,310,,,,,,,,,20,801,Clouds,few clouds,02d
1547373600,2019-01-13 10:00:00 +0000 UTC,13/01/2019 10:00,2639996,,,,282.15,282.15,282.15,1017,,,76,5,290,,,,,,,,,20,801,Clouds,few clouds,02d
1547377200,2019-01-13 11:00:00 +0000 UTC,13/01/2019 11:00,2639996,,,,282.99,282.15,284.15,1017,,,71,6,300,,,,,,,,,40,802,Clouds,scattered clouds,03d
1547380800,2019-01-13 12:00:00 +0000 UTC,13/01/2019 12:00,2639996,,,,283.28,282.15,284.15,1016,,,76,6,290,,,,,,,,,20,801,Clouds,few clouds,02d
1547384400,2019-01-13 13:00:00 +0000 UTC,13/01/2019 13:00,2639996,,,,283.85,283.15,285.15,1015,,,71,5,290,,,,,,,,,20,801,Clouds,few clouds,02d
1547388000,2019-01-13 14:00:00 +0000 UTC,13/01/2019 14:00,2639996,,,,284.14,283.15,286.15,1014,,,71,6,290,,,,,,,,,75,803,Clouds,broken clouds,04d
1547391600,2019-01-13 15:00:00 +0000 UTC,13/01/2019 15:00,2639996,,,,283.7,283.15,285.15,1014,,,71,6,290,,,,,,,,,75,803,Clouds,broken clouds,04d
1547395200,2019-01-13 16:00:00 +0000 UTC,13/01/2019 16:00,2639996,,,,283.43,283.15,284.15,1014,,,81,5,280,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1547398800,2019-01-13 17:00:00 +0000 UTC,13/01/2019 17:00,2639996,,,,283.14,282.15,284.15,1014,,,81,4,280,,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1547398800,2019-01-13 17:00:00 +0000 UTC,13/01/2019 17:00,2639996,,,,283.14,282.15,284.15,1014,,,81,4,280,,,,,,,,,75,701,Mist,mist,50n
1547402400,2019-01-13 18:00:00 +0000 UTC,13/01/2019 18:00,2639996,,,,283.27,282.15,284.15,1014,,,81,4,280,,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1547406000,2019-01-13 19:00:00 +0000 UTC,13/01/2019 19:00,2639996,,,,283.14,282.15,284.15,1014,,,81,4,270,,,,,,,,,40,802,Clouds,scattered clouds,03n
